File_name,B_bkg [Tesla],Cyclotron frequency [Hertz],Downmixed cyclotron frequency [Hertz],Energy [eV],LO frequency [Hertz],Pitch angle [degrees],Starting position [metres],Starting velocity [metres/second],Time step [seconds],Trap length [metres],Waveguide impedance [Ohms],i_coil [Amps],r_coil [metres],r_wg [metres]
out_80abd5fc-0e1f-415d-9c7e-f5a2b06202c9.h5,1.0,27068181720.416706,257538669.2544403,18575.0,26810643051.162266,86.5,[0.00085 0.      0.     ],[ -5198936.46715884 -78384607.40035398  -4804741.58389951],1e-09,0.1,495.24054287261504,154.60765618550025,0.02,0.005
out_3c2e5362-f6d0-45eb-8341-8bd6d6f91113.h5,1.0,27024552213.770096,213909162.60783005,18575.0,26810643051.162266,89.6,[0.00435 0.      0.     ],[-28044399.22330276  73535507.99251802   -549450.51785376],1e-09,0.1,495.82419261489315,154.60765618550025,0.02,0.005
out_32bceeb2-8a88-4433-8007-5add661e789e.h5,1.0,27039105781.656784,228462730.49451828,18575.0,26810643051.162266,87.9,[0.0031 0.     0.    ],[14727641.11412262 77259564.66281861 -2883992.84163323],1e-09,0.1,495.62896004241304,154.60765618550025,0.02,0.005
out_e1b7f41c-17a5-4a87-a00d-49809bbaa38b.h5,1.0,27045032720.643185,234389669.48091888,18575.0,26810643051.162266,87.5,[0.0023 0.     0.    ],[-24661732.5953238  -74661064.7384362   -3433004.06422971],1e-09,0.1,495.5496078593047,154.60765618550025,0.02,0.005
out_c7c3df7f-a162-4888-9095-dbf829776e33.h5,1.0,27035385922.425377,224742871.2631111,18575.0,26810643051.162266,88.2,[0.00225 0.      0.     ],[ -2176263.07479119 -78634684.19652805   2472140.71744274],1e-09,0.1,495.6788091236328,154.60765618550025,0.02,0.005
out_c5cf060e-a63a-49cb-a9ed-421e66729076.h5,1.0,27043496738.530495,232853687.3682289,18575.0,26810643051.162266,87.6,[0.00215 0.      0.     ],[47481827.6652763  62680739.68999243 -3295765.89970319],1e-09,0.1,495.57016352347904,154.60765618550025,0.02,0.005
out_28ae3822-433c-425c-b2db-f864b8bd7bce.h5,1.0,27036715514.211494,226072463.04922867,18575.0,26810643051.162266,88.1,[0.002 0.    0.   ],[78092727.73820372  9432809.44411082 -2609432.84702172],1e-09,0.1,495.66098744284153,154.60765618550025,0.02,0.005
out_dd63cec7-817d-4357-95e6-135e17b0b41e.h5,1.0,27034453024.230457,223809973.06819153,18575.0,26810643051.162266,88.3,[0.00135 0.      0.     ],[-68633263.94988763  38448468.84087146   2334841.05729442],1e-09,0.1,495.6913162911255,154.60765618550025,0.02,0.005
out_a681b841-a75b-469d-95f0-ac7b23031f90.h5,1.0,27046694164.900482,236051113.7382164,18575.0,26810643051.162266,87.4,[0.0012 0.     0.    ],[77599784.15369564 12640731.93232024 -3570231.77123046],1e-09,0.1,495.5273799881437,154.60765618550025,0.02,0.005
out_7beb3094-c4fa-4150-a4c8-a70d095b349f.h5,1.0,27038033064.74693,227390013.5846634,18575.0,26810643051.162266,88.0,[0.0011 0.     0.    ],[78553912.58081888  3999940.39948202  2746717.02781569],1e-09,0.1,495.64333165062277,154.60765618550025,0.02,0.005
out_636f2df6-cc33-4116-9fc8-bcc5d3b91683.h5,1.0,27042037924.115486,231394872.95322037,18575.0,26810643051.162266,87.7,[0.00105 0.      0.     ],[78223049.59450036 -8089464.59832222  3158517.69570215],1e-09,0.1,495.5896920841025,154.60765618550025,0.02,0.005
out_e1789c3c-5e12-4ee4-836c-74f32fcbad85.h5,1.0,27025885125.314507,215242074.15224075,18575.0,26810643051.162266,89.3,[0.0038 0.     0.    ],[65254150.94161521 43991276.62556619  -961522.29669855],1e-09,0.1,495.8062892049673,154.60765618550025,0.02,0.005
out_395034b4-5f14-4f39-8cf1-6b6015622f12.h5,1.0,27029226436.237698,218583385.07543182,18575.0,26810643051.162266,88.8,[0.00495 0.      0.     ],[75764135.1521677  21244770.51664463  1648244.43709414],1e-09,0.1,495.7614295235384,154.60765618550025,0.02,0.005
out_89da5920-2eb5-48e2-a518-f89e850415eb.h5,1.0,27040607571.460003,229964520.29773712,18575.0,26810643051.162266,87.8,[ 0.00045516 -0.00221636  0.        ],[-76943151.31984247 -16275276.13139399   3021259.87030847],1e-09,0.1,495.6088449496781,154.60765618550025,0.02,0.005
out_30907806-2703-4620-8020-97825327c7ff.h5,1.0,27030352007.869434,219708956.70716858,18575.0,26810643051.162266,88.7,[0.001 0.    0.   ],[ 48027188.76832343 -62325452.41405173   1785575.4760964 ],1e-09,0.1,495.7463243409996,154.60765618550025,0.02,0.005
out_f46ceef5-c93e-4f37-a67a-b066abee46ea.h5,1.0,27054459050.949364,243815999.78709793,18575.0,26810643051.162266,87.0,[0.00115 0.      0.     ],[ 69304704.50695764 -37069565.51154658   4119029.66409281],1e-09,0.1,495.42359023296734,154.60765618550025,0.02,0.005
out_73776f6a-b754-4f16-9892-672f7a47332d.h5,1.0,27033300133.482674,222657082.32040787,18575.0,26810643051.162266,88.4,[0.00125 0.      0.     ],[-30295094.59746709 -72606055.15921395   2197534.28481529],1e-09,0.1,495.7067759491189,154.60765618550025,0.02,0.005
out_1065158a-60de-4341-8123-d2e6cf3fd106.h5,1.0,27048543491.37015,237900440.20788574,18575.0,26810643051.162266,87.3,[0.0013 0.     0.    ],[ 64389219.55628386 -45105924.10289749  -3707448.60268611],1e-09,0.1,495.50264684077973,154.60765618550025,0.02,0.005
out_e3ecce08-108a-4474-99fa-da8efaf433a5.h5,1.0,27029507464.94003,218864413.77776337,18575.0,26810643051.162266,88.8,[5.e-05 0.e+00 0.e+00],[78255733.2477833   8220989.20523603  1648244.43709414],1e-09,0.1,495.75765780945125,154.60765618550025,0.02,0.005
out_d38b7922-c7fb-4c47-b025-abc1ab37144f.h5,1.0,27040378096.15571,229735044.99344254,18575.0,26810643051.162266,87.8,[0.0049 0.     0.    ],[-23850875.02638945  74941770.11958586  -3021259.87030847],1e-09,0.1,495.6119181848145,154.60765618550025,0.02,0.005
out_bc361c64-2c6e-4541-b904-4c50e945d519.h5,1.0,27025347041.50989,214703990.34762573,18575.0,26810643051.162266,89.4,[0.0039 0.     0.    ],[-78564460.17895174   4605160.61158072   -824167.40816897],1e-09,0.1,495.81351609023176,154.60765618550025,0.02,0.005
out_76f14d24-b2bb-415e-a8c0-5fab8815f76a.h5,1.0,27049283422.547234,238640371.3849678,18575.0,26810643051.162266,87.2,[0.00485 0.      0.     ],[-52219198.81905153 -58759127.53454302   3844654.14061033],1e-09,0.1,495.49275335710985,154.60765618550025,0.02,0.005
out_1eef3e85-9620-4256-948e-2ea8c0b6017d.h5,1.0,27045223502.303123,234580451.1408577,18575.0,26810643051.162266,87.5,[5.e-05 0.e+00 0.e+00],[-58807014.81131329 -52193971.40917902  -3433004.06422971],1e-09,0.1,495.54705509918074,154.60765618550025,0.02,0.005
out_15abbfea-37a6-41a7-94cd-36b2a6d8c37f.h5,1.0,27031963033.834198,221319982.67193222,18575.0,26810643051.162266,88.5,[0.0049 0.     0.    ],[ 22163765.30603575 -75490291.80645804  -2060220.81826565],1e-09,0.1,495.7247100410234,154.60765618550025,0.02,0.005
out_c50d88a4-2e18-4892-bd30-04333bf4d22d.h5,1.0,27035491176.68595,224848125.52368546,18575.0,26810643051.162266,88.2,[0.0001 0.     0.    ],[-56760360.1933357  -54464770.17652045  -2472140.71744274],1e-09,0.1,495.6773981428771,154.60765618550025,0.02,0.005
out_07141375-cf47-4a98-9a64-9a69a2bc1bbd.h5,1.0,27043559206.452484,232916155.29021835,18575.0,26810643051.162266,87.6,[0.0002 0.     0.    ],[-78626480.3169596   -1129459.8206017   -3295765.89970319],1e-09,0.1,495.56932741268264,154.60765618550025,0.02,0.005
out_8dcf684b-cc79-4b98-957a-4732b3be0053.h5,1.0,27036754400.414448,226111349.252182,18575.0,26810643051.162266,88.1,[0.00035 0.      0.     ],[-74585243.98401932  24989865.93494308   2609432.84702172],1e-09,0.1,495.66046628557876,154.60765618550025,0.02,0.005
out_6a450a96-a591-455b-9bbd-7f72993c33c2.h5,1.0,27055510927.21107,244867876.04880524,18575.0,26810643051.162266,86.9,[0.0039 0.     0.    ],[-34733744.88256636 -70496190.65931836   4256198.8138556 ],1e-09,0.1,495.4095421586685,154.60765618550025,0.02,0.005
out_25181a5b-970d-4e63-95d2-432d0133ed97.h5,1.0,27039172015.144325,228528963.98205948,18575.0,26810643051.162266,87.9,[0.00125 0.      0.     ],[-32698458.75293662 -71531493.34284268   2883992.84163323],1e-09,0.1,495.6280727835023,154.60765618550025,0.02,0.005
out_2cd43aec-9a2c-4be0-80f6-de935858ff97.h5,1.0,27027130837.628166,216487786.46590042,18575.0,26810643051.162266,89.1,[0.0028 0.     0.    ],[ 48814989.67632942 -61723817.89313233  -1236222.86846876],1e-09,0.1,495.78956118550525,154.60765618550025,0.02,0.005
out_15d4ed4d-4b5d-4a0e-9400-d78f7e0b4909.h5,1.0,27063706609.117645,253063557.9553795,18575.0,26810643051.162266,86.6,[0.00295 0.      0.     ],[  7745548.76465666 -78182356.66545053   4667626.80126039],1e-09,0.1,495.3001837165312,154.60765618550025,0.02,0.005
out_98f8ea47-c179-4fe9-a0d1-9c4d2a7ea252.h5,1.0,27052213094.737206,241570043.57493973,18575.0,26810643051.162266,87.1,[0.0003 0.     0.    ],[-56470308.55918207  54676414.45251594   3981847.96705131],1e-09,0.1,495.4535950346912,154.60765618550025,0.02,0.005
out_f7bb6806-eed3-4c14-a499-8d2813cc7a25.h5,1.0,27031360774.492725,220717723.3304596,18575.0,26810643051.162266,88.6,[0.00025 0.      0.     ],[ 1468197.3644183  78666435.07453832 -1922901.07592613],1e-09,0.1,495.7327894591127,154.60765618550025,0.02,0.005
out_fa80b1ac-dee3-4959-9843-5f40a86abd45.h5,1.0,27023964981.845345,213321930.68307877,18575.0,26810643051.162266,89.9,[0.00395 0.      0.     ],[-65592517.05984692  43495562.95025468    137363.67554547],1e-09,0.1,495.83208165669765,154.60765618550025,0.02,0.005
out_2ad1b241-141a-4e97-b247-c55ed17ce660.h5,1.0,27050348457.199326,239705406.03705978,18575.0,26810643051.162266,87.2,[0.00015 0.      0.     ],[78320538.4042834   6735952.64142285 -3844654.14061033],1e-09,0.1,495.4785154401193,154.60765618550025,0.02,0.005
out_b861a226-b95c-4cc8-868a-ff6bf53f5244.h5,1.0,27044596168.193806,233953117.03153992,18575.0,26810643051.162266,87.5,[0.00495 0.      0.     ],[76755062.93040891 17062706.61498896  3433004.06422971],1e-09,0.1,495.5554495150417,154.60765618550025,0.02,0.005
out_c8ddcd85-e3ff-4194-8a68-fa30afa054ee.h5,1.0,27032143820.15526,221500768.9929924,18575.0,26810643051.162266,88.5,[-0.00235712 -0.0005786   0.        ],[12944695.09432142 77604455.53240015  2060220.81826565],1e-09,0.1,495.7222849422629,154.60765618550025,0.02,0.005
out_bdd5beab-0be4-4f4b-a0ea-e5bfb6af6cea.h5,1.0,27035242896.016453,224599844.854187,18575.0,26810643051.162266,88.2,[0.0048 0.     0.    ],[-65323550.83098879  43829024.47567848   2472140.71744274],1e-09,0.1,495.68072650276883,154.60765618550025,0.02,0.005
out_4c967321-c27d-4ca7-adec-ea1e3f92c776.h5,1.0,27028706387.98497,218063336.82270432,18575.0,26810643051.162266,88.9,[0.0012 0.     0.    ],[-71149698.74603637  33610990.51811852   1510908.37725346],1e-09,0.1,495.768409680083,154.60765618550025,0.02,0.005
out_186dd99e-216f-4893-948a-f799bc101462.h5,1.0,27023940421.30195,213297370.13968277,18575.0,26810643051.162266,90.0,[0.0032 0.     0.    ],[ 5.81883534e+07 -5.29941194e+07  4.81920734e-09],1e-09,0.1,495.8324116294786,154.60765618550025,0.02,0.005
out_747d720f-fc91-4059-b0d0-9582d7c9515e.h5,1.0,27024603007.43675,213959956.27448273,18575.0,26810643051.162266,89.6,[0.0029 0.     0.    ],[ -6409952.25322832 -78440243.34246421   -549450.51785376],1e-09,0.1,495.82351028009157,154.60765618550025,0.02,0.005
out_542310d0-ea5d-4485-8339-e77fde2f4bf3.h5,1.0,27025019345.009727,214376293.8474617,18575.0,26810643051.162266,89.5,[0.00215 0.      0.     ],[  2589947.72662996 -78658004.18374461    686810.00908256],1e-09,0.1,495.81791767621564,154.60765618550025,0.02,0.005
out_7bb6798d-fba1-471c-a7ad-99eb706ac550.h5,1.0,27024683139.51601,214040088.3537445,18575.0,26810643051.162266,89.6,[0.0023 0.     0.    ],[-69274190.6674285   37350311.52328489   -549450.51785376],1e-09,0.1,495.82243384238313,154.60765618550025,0.02,0.005
out_a7bf7ed1-5c2d-4982-931a-d16131f49c90.h5,1.0,27023889440.44078,213246389.27851486,18575.0,26810643051.162266,90.0,[0.0038 0.     0.    ],[-5.96701823e+07 -5.13198841e+07 -4.81920734e-09],1e-09,0.1,495.83309656622674,154.60765618550025,0.02,0.005
out_977a9fd7-e07b-4e47-a566-c11117e8684b.h5,1.0,27028674536.872303,218031485.71003723,18575.0,26810643051.162266,88.9,[0.0018 0.     0.    ],[ 66037964.30264691 -42789783.66413077  -1510908.37725346],1e-09,0.1,495.76883721261316,154.60765618550025,0.02,0.005
out_64ae07b7-566d-467b-aa52-b1a95f55cdc4.h5,1.0,27035304836.71362,224661785.55135345,18575.0,26810643051.162266,88.2,[0.0042 0.     0.    ],[-29239371.23746367  73028822.04510888  -2472140.71744274],1e-09,0.1,495.6798961335644,154.60765618550025,0.02,0.005
out_82d50beb-081a-487d-bcaa-a5feb826c3c3.h5,1.0,27044661584.664574,234018533.5023079,18575.0,26810643051.162266,87.5,[0.00435 0.      0.     ],[-64942332.66589945 -44327971.64761623   3433004.06422971],1e-09,0.1,495.5545741239787,154.60765618550025,0.02,0.005
out_709c8205-67f7-4639-a45d-ccf9edf3d3ab.h5,1.0,27023961577.894306,213318526.7320404,18575.0,26810643051.162266,89.9,[0.00335 0.      0.     ],[ 33127866.65435905 -71391783.43154682    137363.67554547],1e-09,0.1,495.83212738894736,154.60765618550025,0.02,0.005
out_97a6456c-d377-4dba-b935-632799ea611f.h5,1.0,27031341355.401043,220698304.23877716,18575.0,26810643051.162266,88.6,[0.00085 0.      0.     ],[-49859534.83987454 -60865346.43283299   1922901.07592613],1e-09,0.1,495.73304998530443,154.60765618550025,0.02,0.005
out_54c2eaf6-b755-4d3f-bdaa-ef2a907f2c9d.h5,1.0,27036533359.550602,225890308.38833618,18575.0,26810643051.162266,88.1,[0.00405 0.      0.     ],[ 61860258.23022643 -48587657.60243873   2609432.84702172],1e-09,0.1,495.66342875190554,154.60765618550025,0.02,0.005
out_fe3af8e0-981d-49e0-9cf9-2cc277c8dab7.h5,1.0,27052193810.87908,241550759.71681595,18575.0,26810643051.162266,87.1,[0.0009 0.     0.    ],[-74195793.68488331  25949763.88375733  -3981847.96705131],1e-09,0.1,495.4538527129292,154.60765618550025,0.02,0.005
out_1f16101a-a7fc-4fee-9761-b32929998909.h5,1.0,27043259164.54027,232616113.37800598,18575.0,26810643051.162266,87.6,[0.0041 0.     0.    ],[66119287.15215096 42563352.22948252 -3295765.89970319],1e-09,0.1,495.5733434579526,154.60765618550025,0.02,0.005
out_4b33719b-c7e6-407c-98b3-5cccbebce4d4.h5,1.0,27064184501.14055,253541449.97828293,18575.0,26810643051.162266,86.6,[0.00235 0.      0.     ],[-74365716.86740477  25341952.84950197   4667626.80126039],1e-09,0.1,495.29381230006334,154.60765618550025,0.02,0.005
out_56ac6b70-4c91-4f5c-b365-c5f911b7f296.h5,1.0,27027188705.442665,216545654.28039932,18575.0,26810643051.162266,89.1,[0.0022 0.     0.    ],[-73203821.26830228 -28877906.15891613   1236222.86846876],1e-09,0.1,495.7887842062443,154.60765618550025,0.02,0.005
out_1d5352e7-d29f-486d-96e2-163717559fb0.h5,1.0,27039182708.95865,228539657.7963829,18575.0,26810643051.162266,87.9,[0.00185 0.      0.     ],[-33366448.96338696  71222354.83503993   2883992.84163323],1e-09,0.1,495.6279295310131,154.60765618550025,0.02,0.005
out_2593283d-7965-4eb7-b072-0a63998e3e73.h5,1.0,27067716546.526073,257073495.36380768,18575.0,26810643051.162266,86.5,[0.0021 0.     0.    ],[ -3887760.95173473 -78460569.28470089   4804741.58389951],1e-09,0.1,495.2467399719659,154.60765618550025,0.02,0.005
out_beabf558-afd5-4898-a660-1fc0bd439778.h5,1.0,27026518018.02925,215874966.86698532,18575.0,26810643051.162266,89.2,[0.00205 0.      0.     ],[-20387003.74424367 -76009365.95635009   1098874.25626444],1e-09,0.1,495.7977899188915,154.60765618550025,0.02,0.005
out_d8ee22ca-e906-4d83-9160-0bd10244cd01.h5,1.0,27055749036.913193,245105985.75092697,18575.0,26810643051.162266,86.9,[0.0033 0.     0.    ],[-51907057.05953593 -59006807.7297887    4256198.8138556 ],1e-09,0.1,495.40636253648114,154.60765618550025,0.02,0.005
out_b01c1f85-4f66-40b2-923b-89190efc5df9.h5,1.0,27031053738.29629,220410687.13402557,18575.0,26810643051.162266,88.6,[0.00415 0.      0.     ],[-74589968.90439205 -25037974.1528596   -1922901.07592613],1e-09,0.1,495.7369087651522,154.60765618550025,0.02,0.005
out_e86680c8-e238-45b5-8f8c-8ab971ff268e.h5,1.0,27036745819.463108,226102768.3008423,18575.0,26810643051.162266,88.1,[0.00095 0.      0.     ],[-78556529.71673341   4040254.7526238    2609432.84702172],1e-09,0.1,495.66058128811835,154.60765618550025,0.02,0.005
out_6693a938-c646-4077-95af-e7e0818712a6.h5,1.0,27051867838.571968,241224787.4097023,18575.0,26810643051.162266,87.1,[0.004 0.    0.   ],[-9776298.67186497 77992499.83447778 -3981847.96705131],1e-09,0.1,495.4582086229592,154.60765618550025,0.02,0.005
out_a5402181-a029-4f1a-bf7e-3049b8bc3fe0.h5,1.0,27043561468.825684,232918417.66341782,18575.0,26810643051.162266,87.6,[0.0008 0.     0.    ],[-12773646.57341621  77590160.71472622   3295765.89970319],1e-09,0.1,495.56929713181466,154.60765618550025,0.02,0.005
out_875265c0-54f6-4248-97b7-07f5daa948bc.h5,1.0,27032072409.02229,221429357.8600235,18575.0,26810643051.162266,88.5,[0.0043 0.     0.    ],[-27051975.74792425  73879680.95287728  -2060220.81826565],1e-09,0.1,495.72324285339886,154.60765618550025,0.02,0.005
out_3f33a60e-fe55-4006-b429-ce803eb6d499.h5,1.0,27049707281.675903,239064230.51363754,18575.0,26810643051.162266,87.2,[0.00425 0.      0.     ],[60561213.85994329 50118052.33381019  3844654.14061033],1e-09,0.1,495.4870866473445,154.60765618550025,0.02,0.005
out_d849d5dc-a646-4b33-8941-e648044dda87.h5,1.0,27025367274.80591,214724223.64364243,18575.0,26810643051.162266,89.4,[0.0033 0.     0.    ],[-53805801.01225907 -57432723.11929611   -824167.40816897],1e-09,0.1,495.81324432775295,154.60765618550025,0.02,0.005
out_7680a4cb-f5b9-4ae2-8bea-d886f641ead8.h5,1.0,27024317410.49978,213674359.33751297,18575.0,26810643051.162266,89.7,[0.00315 0.      0.     ],[-70934503.6267197  -34093804.96485174   -412089.35290339],1e-09,0.1,495.82734692236454,154.60765618550025,0.02,0.005
out_9109d39e-f356-4896-a0f4-fbca777f386c.h5,1.0,27040410234.786118,229767183.62385178,18575.0,26810643051.162266,87.8,[0.0043 0.     0.    ],[78402932.32829475  6173601.09710144  3021259.87030847],1e-09,0.1,495.6114877618555,154.60765618550025,0.02,0.005
out_6a8809ac-5b23-44e1-9ea7-9f6bb0db596f.h5,1.0,27048501375.88909,237858324.7268257,18575.0,26810643051.162266,87.3,[0.0019 0.     0.    ],[-77902288.96528932 -10571156.90037001  -3707448.60268611],1e-09,0.1,495.50321000137916,154.60765618550025,0.02,0.005
out_35e656d8-ad9f-4ec1-ad6e-577d4c7520e5.h5,1.0,27033305572.56524,222662521.40297318,18575.0,26810643051.162266,88.4,[0.00185 0.      0.     ],[-36094639.35768913  69904284.64758548  -2197534.28481529],1e-09,0.1,495.70670300584516,154.60765618550025,0.02,0.005
out_d96c7082-75f9-4b23-974f-9441f0943aa4.h5,1.0,27024213617.039783,213570565.8775177,18575.0,26810643051.162266,89.8,[0.0021 0.     0.    ],[-1893665.64863604 78680364.22709852  -274726.93265739],1e-09,0.1,495.8287413115672,154.60765618550025,0.02,0.005
out_643136e2-2f5f-4b70-b910-e797c24a84c3.h5,1.0,27027835480.108814,217192428.94654846,18575.0,26810643051.162266,89.0,[0.00305 0.      0.     ],[29670228.92349768 72883825.27519391  1373567.71492384],1e-09,0.1,495.78010068378427,154.60765618550025,0.02,0.005
out_0ed2ec7e-6d95-419c-9fac-821ba22193c1.h5,1.0,27060988041.96869,250344990.8064232,18575.0,26810643051.162266,86.7,[0.0031 0.     0.    ],[76749458.89851002 16830220.07738917 -4530497.80022054],1e-09,0.1,495.33643966619434,154.60765618550025,0.02,0.005
out_ce69f4c5-552f-46d5-af7d-f1b52a71fe1d.h5,1.0,27029284122.102646,218641070.9403801,18575.0,26810643051.162266,88.8,[0.00435 0.      0.     ],[-65075989.407308    44234150.29500127  -1648244.43709414],1e-09,0.1,495.76065529920584,154.60765618550025,0.02,0.005
out_c5e95a81-e8ce-441d-a3ba-34fe4e0434db.h5,1.0,27025936996.750755,215293945.58848953,18575.0,26810643051.162266,89.3,[0.0032 0.     0.    ],[63303246.19978153 46755060.20558666   961522.29669855],1e-09,0.1,495.8055925706239,154.60765618550025,0.02,0.005
out_10510450-7738-4d35-912c-07d2cb52343c.h5,1.0,27058699398.736034,248056347.57376862,18575.0,26810643051.162266,86.8,[0.00215 0.      0.     ],[-58178743.95115056  52822280.74883614   4393354.99849868],1e-09,0.1,495.36697661910404,154.60765618550025,0.02,0.005
out_c506f2ec-beac-4751-a800-a05f412d1604.h5,1.0,27047736650.113575,237093598.9513092,18575.0,26810643051.162266,87.3,[0.005 0.    0.   ],[ 15722741.6654592  -77027990.87841322   3707448.60268611],1e-09,0.1,495.51343656778926,154.60765618550025,0.02,0.005
out_9621eaa8-eae7-4d3a-8ca1-da31a67dda62.h5,1.0,27046593039.58964,235949988.4273758,18575.0,26810643051.162266,87.4,[0.0018 0.     0.    ],[-25255190.40696395 -74455959.88228834   3570231.77123046],1e-09,0.1,495.5287327051184,154.60765618550025,0.02,0.005
out_ba2a9c35-c47c-4e83-8813-44458b4bb7cf.h5,1.0,27034378913.630844,223735862.46857834,18575.0,26810643051.162266,88.3,[0.00195 0.      0.     ],[ 37851408.5543625  -68964342.5769661    2334841.05729442],1e-09,0.1,495.6923099722688,154.60765618550025,0.02,0.005
out_3aab3479-2c0f-4504-b835-f629994713ff.h5,1.0,27056663139.159676,246020087.99740982,18575.0,26810643051.162266,86.9,[0.00105 0.      0.     ],[ 4364299.95693484 78467183.05717409  4256198.8138556 ],1e-09,0.1,495.3941573272067,154.60765618550025,0.02,0.005
out_53b48870-9e67-4964-8565-86b3814a8141.h5,1.0,27035355861.696068,224712810.53380203,18575.0,26810643051.162266,88.2,[0.00285 0.      0.     ],[ 66302905.23810283 -42332900.1681382    2472140.71744274],1e-09,0.1,495.67921210648217,154.60765618550025,0.02,0.005
out_6d2d19c3-2cbc-4e49-b818-d04b51a2a74b.h5,1.0,27044934853.386738,234291802.22447205,18575.0,26810643051.162266,87.5,[0.0029 0.     0.    ],[ 19456239.50460472 -76183530.94219036  -3433004.06422971],1e-09,0.1,495.5509174115452,154.60765618550025,0.02,0.005
out_d46b52ec-4067-4bb7-8d47-e72716320504.h5,1.0,27063684421.609406,253041370.44713974,18575.0,26810643051.162266,86.6,[-0.00196597  0.0025088   0.        ],[78290745.14347602  6560003.37718476 -4667626.80126039],1e-09,0.1,495.30047954199244,154.60765618550025,0.02,0.005
out_63885619-07c3-418a-b0f4-48aa089928c7.h5,1.0,27024399933.24554,213756882.08327484,18575.0,26810643051.162266,89.6,[0.00495 0.      0.     ],[-18096403.5092723  -76592946.4346637     549450.51785376],1e-09,0.1,495.82623830950615,154.60765618550025,0.02,0.005
out_65833dc3-7f9e-4eaa-8e28-abdd1956244b.h5,1.0,27027255835.14556,216612783.98329544,18575.0,26810643051.162266,89.1,[0.00015 0.      0.     ],[ 60381303.85720445 -50466137.72529712   1236222.86846876],1e-09,0.1,495.7878828803397,154.60765618550025,0.02,0.005
out_826ed759-799a-4e58-a4c7-7517d5bb5905.h5,1.0,27068204024.00917,257560972.84690475,18575.0,26810643051.162266,86.5,[0.00025 0.      0.     ],[76987764.88343568 15622409.41564427 -4804741.58389951],1e-09,0.1,495.2402457554965,154.60765618550025,0.02,0.005
out_91103f41-21d1-49cb-bf00-797fe9cc834a.h5,1.0,27026581969.86716,215938918.70489502,18575.0,26810643051.162266,89.2,[0.0003 0.     0.    ],[-78086996.4695644    9771111.35523453  -1098874.25626444],1e-09,0.1,495.79693115003056,154.60765618550025,0.02,0.005
out_6accbe67-6558-4826-8707-5b14d6189bc2.h5,1.0,27032109734.88618,221466683.7239151,18575.0,26810643051.162266,88.5,[0.00295 0.      0.     ],[ 40684620.20930052 -67340762.75177017   2060220.81826565],1e-09,0.1,495.7227421614719,154.60765618550025,0.02,0.005
out_88f64a7d-f8bf-4706-b970-d32f5edbd50f.h5,1.0,27049950233.25135,239307182.08908463,18575.0,26810643051.162266,87.2,[0.0028 0.     0.    ],[-56689086.32900395 -54459409.51853098   3844654.14061033],1e-09,0.1,495.4838387569189,154.60765618550025,0.02,0.005
out_5e761a73-cde0-4958-80bd-fb3ebbfa974c.h5,1.0,27024104437.92549,213461386.76322556,18575.0,26810643051.162266,89.9,[0.001 0.    0.   ],[ 70241286.8949447  -35502167.62323038   -137363.67554547],1e-09,0.1,495.83020808313,154.60765618550025,0.02,0.005
out_ca79d63c-e210-4909-b2f9-95ebafc601dd.h5,1.0,27025087966.512165,214444915.3498993,18575.0,26810643051.162266,89.5,[0.0002 0.     0.    ],[-59123479.56194106 -51944235.63674219   -686810.00908256],1e-09,0.1,495.8169959362327,154.60765618550025,0.02,0.005
out_e172161f-201f-463c-aa9c-ef3b9f963b80.h5,1.0,27062596110.156086,251953058.9938202,18575.0,26810643051.162266,86.6,[0.0049 0.     0.    ],[-77513535.64585687  12811175.24303953   4667626.80126039],1e-09,0.1,495.3149915137684,154.60765618550025,0.02,0.005
out_e0d44cc8-06cc-4122-b72d-7b9b9366b933.h5,1.0,27024734391.232414,214091340.07014847,18575.0,26810643051.162266,89.6,[5.e-05 0.e+00 0.e+00],[70363011.03805849 35256289.38461514   549450.51785376],1e-09,0.1,495.82174537175064,154.60765618550025,0.02,0.005
out_a43f6605-0b62-43be-b655-3f33463ff5a3.h5,1.0,27026937703.97017,216294652.8079033,18575.0,26810643051.162266,89.1,[0.00485 0.      0.     ],[-78189691.32606274  -8894103.81880826  -1236222.86846876],1e-09,0.1,495.792154414033,154.60765618550025,0.02,0.005
out_f07ada11-2e40-45c7-9c4c-488ee23fe27a.h5,1.0,27041661632.022423,231018580.860157,18575.0,26810643051.162266,87.7,[0.0039 0.     0.    ],[ 73030176.93623666 -29169816.28349996   3158517.69570215],1e-09,0.1,495.59473024207153,154.60765618550025,0.02,0.005
out_d0cc4cc3-e277-4a24-8b67-c6beb0041ea4.h5,1.0,27037693505.706623,227050454.5443573,18575.0,26810643051.162266,88.0,[0.00385 0.      0.     ],[ 74267204.30582641 -25905579.89219661  -2746717.02781569],1e-09,0.1,495.64788147292865,154.60765618550025,0.02,0.005
out_8096cecf-253f-4a24-9137-fde89b177bc0.h5,1.0,27058979251.250896,248336200.08863068,18575.0,26810643051.162266,86.8,[0.0002 0.     0.    ],[-35754594.76593375 -69975485.30997314   4393354.99849868],1e-09,0.1,495.3632418786728,154.60765618550025,0.02,0.005
