File_name,B_bkg [Tesla],Cyclotron frequency [Hertz],Downmixed cyclotron frequency [Hertz],Energy [eV],LO frequency [Hertz],Pitch angle [degrees],Starting position [metres],Starting velocity [metres/second],Time step [seconds],Trap length [metres],Waveguide impedance [Ohms],i_coil [Amps],r_coil [metres],r_wg [metres]
out_f120383c-3051-4c19-b2bd-20ebf0f5bbe1.h5,1.0,27061559054.17594,250916003.0136757,18575.0,26810643051.162266,86.7,[0.0007 0.     0.    ],[ 18345498.61426875 -76401429.50011666   4530497.80022054],1e-09,0.1,495.32882284124423,154.60765618550025,0.02,0.005
out_5a936e73-0616-4601-8de8-726f6158ddc2.h5,1.0,27026038487.335617,215395436.1733513,18575.0,26810643051.162266,89.3,[0.0004 0.     0.    ],[-77103468.73066235  15760448.72324266   -961522.29669855],1e-09,0.1,495.80422957029646,154.60765618550025,0.02,0.005
out_4f70d74e-9e3e-48ad-be1a-983ffbd8b380.h5,1.0,27058796423.943794,248153372.78152847,18575.0,26810643051.162266,86.8,[0.00175 0.      0.     ],[-65585827.00689869  43283471.29174785  -4393354.99849868],1e-09,0.1,495.36568175735783,154.60765618550025,0.02,0.005
out_c361c8e1-beaf-4bf1-a64c-2f36c366028f.h5,1.0,27056056802.911045,245413751.7487793,18575.0,26810643051.162266,86.9,[0.00265 0.      0.     ],[-66671432.62099005 -41606081.32601475  -4256198.8138556 ],1e-09,0.1,495.4022529669228,154.60765618550025,0.02,0.005
out_ca77be39-b921-49b8-9911-f84ab4cf5bf8.h5,1.0,27063547615.27195,252904564.109684,18575.0,26810643051.162266,86.6,[0.0036 0.     0.    ],[ 47639921.6466932  -62473292.57311739   4667626.80126039],1e-09,0.1,495.30230360506056,154.60765618550025,0.02,0.005
out_0ed099ef-f712-4c08-89d8-f553acf79f77.h5,1.0,27027107451.58454,216464400.42227554,18575.0,26810643051.162266,89.1,[0.00375 0.      0.     ],[-49836382.8988333   60902116.97441712  -1236222.86846876],1e-09,0.1,495.78987518756253,154.60765618550025,0.02,0.005
out_d830cf19-d0fd-4cec-85d0-42acf9e2619b.h5,1.0,27028511526.542183,217868475.37991714,18575.0,26810643051.162266,88.9,[0.00445 0.      0.     ],[44793965.22262391 64695277.99534631  1510908.37725346],1e-09,0.1,495.7710253158925,154.60765618550025,0.02,0.005
out_467aadba-b5d3-4a09-b7eb-c4e29e21040c.h5,1.0,27066878464.43272,256235413.2704544,18575.0,26810643051.162266,86.5,[0.00345 0.      0.     ],[-72534278.25030272  30165445.40372054   4804741.58389951],1e-09,0.1,495.25790639032925,154.60765618550025,0.02,0.005
out_ea340d05-8474-41ff-9f9b-0b0895901b0a.h5,1.0,27026448414.66427,215805363.50200272,18575.0,26810643051.162266,89.2,[0.0035 0.     0.    ],[-75483063.76356173 -22256700.55556823  -1098874.25626444],1e-09,0.1,495.7987245905414,154.60765618550025,0.02,0.005
out_5a7badba-b576-46d1-855e-9dd5fd56fd19.h5,1.0,27024066280.665035,213423229.50276947,18575.0,26810643051.162266,89.9,[0.0026 0.     0.    ],[-39242241.86879055  68222347.83205001    137363.67554547],1e-09,0.1,495.83072071576834,154.60765618550025,0.02,0.005
out_d9541341-6c0a-4c08-a826-8d89eb6b9f59.h5,1.0,27024989930.111782,214346878.9495163,18575.0,26810643051.162266,89.5,[0.0034 0.     0.    ],[50565064.77451745 60307243.97404938   686810.00908256],1e-09,0.1,495.8183127876911,154.60765618550025,0.02,0.005
out_d2c8cfbf-d550-48f5-a7e2-752015a33699.h5,1.0,27024537149.62907,213894098.4668045,18575.0,26810643051.162266,89.6,[0.00365 0.      0.     ],[-10469430.5569161  -78002245.39926769    549450.51785376],1e-09,0.1,495.8243949797436,154.60765618550025,0.02,0.005
out_dd32a15b-f2f3-41a0-8576-af4383be83d7.h5,1.0,27038960600.94075,228317549.77848434,18575.0,26810643051.162266,87.9,[0.0044 0.     0.    ],[69440002.12324682 36932774.73732676 -2883992.84163323],1e-09,0.1,495.6309049120495,154.60765618550025,0.02,0.005
out_c96557b1-2dd2-4f8f-b58a-c7805eeb9a2f.h5,1.0,27058263413.7408,247620362.57853317,18575.0,26810643051.162266,86.8,[0.0034 0.     0.    ],[78014962.86365831  9414093.72294631  4393354.99849868],1e-09,0.1,495.3727954073064,154.60765618550025,0.02,0.005
out_0d0e73df-5b14-431c-84f8-8076ae3b4915.h5,1.0,27053330887.20534,242687836.04307556,18575.0,26810643051.162266,87.0,[0.0047 0.     0.    ],[77040370.19939044 15558795.37600619  4119029.66409281],1e-09,0.1,495.4386602957246,154.60765618550025,0.02,0.005
out_372cdab2-229d-4e6c-8352-c106dd819a29.h5,1.0,27030209271.55132,219566220.38905334,18575.0,26810643051.162266,88.7,[0.00465 0.      0.     ],[-21382840.40359585  75722169.90999894   1785575.4760964 ],1e-09,0.1,495.7482396829009,154.60765618550025,0.02,0.005
out_3a0e5be4-4cfd-4d92-b985-c461e6ad037b.h5,1.0,27048033062.71739,237390011.55512238,18575.0,26810643051.162266,87.3,[0.00455 0.      0.     ],[76240517.7788418  19180704.70701707  3707448.60268611],1e-09,0.1,495.5094725071158,154.60765618550025,0.02,0.005
out_eab13c29-0683-4a57-8a00-8535b0fc2e9c.h5,1.0,27033111101.98151,222468050.81924438,18575.0,26810643051.162266,88.4,[0.0044 0.     0.    ],[-76261846.49774015 -19327772.01871484  -2197534.28481529],1e-09,0.1,495.70931108881996,154.60765618550025,0.02,0.005
out_6e30990d-b463-45ad-b72a-ee152ca336e1.h5,1.0,27027848455.1542,217205403.99193573,18575.0,26810643051.162266,89.0,[0.0025 0.     0.    ],[74415713.94215392 25586636.93409659 -1373567.71492384],1e-09,0.1,495.77992649336016,154.60765618550025,0.02,0.005
out_f224cb9e-0b5e-40b1-807b-e9cd30e76ff6.h5,1.0,27061274207.23783,250631156.07556534,18575.0,26810643051.162266,86.7,[0.00245 0.      0.     ],[-3824404.5706373  78479995.4048643  -4530497.80022054],1e-09,0.1,495.3326223568113,154.60765618550025,0.02,0.005
out_ddca08a4-a78b-497b-9533-34128ab1a669.h5,1.0,27025979178.369392,215336127.20712662,18575.0,26810643051.162266,89.3,[0.00275 0.      0.     ],[-17198282.49126373  76795544.88125518   -961522.29669855],1e-09,0.1,495.80502607583134,154.60765618550025,0.02,0.005
out_8edb9c44-27ae-4bf8-94f3-7d15ef894618.h5,1.0,27046057275.24252,235414224.0802536,18575.0,26810643051.162266,87.4,[0.00445 0.      0.     ],[-17133478.23621999 -76733034.13793768  -3570231.77123046],1e-09,0.1,495.53589987041494,154.60765618550025,0.02,0.005
out_24755c53-2b65-463a-a47a-6273e6a216c3.h5,1.0,27034017879.7164,223374828.55413437,18575.0,26810643051.162266,88.3,[0.0045 0.     0.    ],[ 16413412.13752063 -76937699.33281277  -2334841.05729442],1e-09,0.1,495.69715094766207,154.60765618550025,0.02,0.005
out_2e26a69d-007b-43d4-9989-ff9e8165c6cd.h5,1.0,27024108572.484516,213465521.32225037,18575.0,26810643051.162266,89.8,[0.00345 0.      0.     ],[-78662766.57118723   2520880.77159906    274726.93265739],1e-09,0.1,495.8301525366558,154.60765618550025,0.02,0.005
out_bc644fdd-84f7-47de-849e-d9c9d188083c.h5,1.0,27041478747.6481,230835696.48583603,18575.0,26810643051.162266,87.7,[0.0046 0.     0.    ],[ 37749200.25551398 -68987555.4387911    3158517.69570215],1e-09,0.1,495.5971790042033,154.60765618550025,0.02,0.005
out_e8b7e42f-6ae5-4a87-bc52-baa05899cd62.h5,1.0,27037593512.32402,226950461.1617546,18575.0,26810643051.162266,88.0,[0.00475 0.      0.     ],[69622348.63826849 36598432.68564568  2746717.02781569],1e-09,0.1,495.6492213616444,154.60765618550025,0.02,0.005
out_702f53c3-f3e2-4843-84a6-322cd381fa06.h5,1.0,27025411016.27559,214767965.1133232,18575.0,26810643051.162266,89.4,[0.00265 0.      0.     ],[-46261647.99646858 -63666646.15102151    824167.40816897],1e-09,0.1,495.8126568200571,154.60765618550025,0.02,0.005
out_2a71c3fe-30b6-417a-96f7-042cf0077dbd.h5,1.0,27024379751.791267,213736700.62900162,18575.0,26810643051.162266,89.7,[0.0024 0.     0.    ],[-78673283.80849713   2146102.63923241   -412089.35290339],1e-09,0.1,495.8265094260982,154.60765618550025,0.02,0.005
out_84ac7c8f-8afb-4673-86c4-88efdf548d4f.h5,1.0,27029479811.555546,218836760.39328003,18575.0,26810643051.162266,88.8,[0.0015 0.     0.    ],[-71586076.73013401  32664630.22977899   1648244.43709414],1e-09,0.1,495.7580289392301,154.60765618550025,0.02,0.005
out_ff7bd3e0-5bfc-46de-b5b4-740db3fab142.h5,1.0,27030367581.31024,219724530.14797592,18575.0,26810643051.162266,88.7,[0.00055 0.      0.     ],[46466866.69039346 63497269.07183963  1785575.4760964 ],1e-09,0.1,495.7461153681863,154.60765618550025,0.02,0.005
out_dad49968-b664-426b-8781-eb92ba1dd6ba.h5,1.0,27054549288.539566,243906237.37730026,18575.0,26810643051.162266,87.0,[0.0004 0.     0.    ],[65141233.70045462 43976293.90926791  4119029.66409281],1e-09,0.1,495.42238497593985,154.60765618550025,0.02,0.005
out_d95d6d07-a074-4482-98a4-f8161e2878f4.h5,1.0,27033321388.02838,222678336.86611557,18575.0,26810643051.162266,88.4,[0.0007 0.     0.    ],[58225139.8599613  52908081.52579568 -2197534.28481529],1e-09,0.1,495.7064909058653,154.60765618550025,0.02,0.005
out_8c55f9d1-c0e7-4b44-a3c0-453ec0a773a8.h5,1.0,27048611774.97896,237968723.81669235,18575.0,26810643051.162266,87.3,[0.00065 0.      0.     ],[-43056108.64251078  65777560.7088617   -3707448.60268611],1e-09,0.1,495.5017337743771,154.60765618550025,0.02,0.005
out_eab6aa19-5632-4810-b365-0c998ef5225f.h5,1.0,27040664985.901897,230021934.73963165,18575.0,26810643051.162266,87.8,[0.00155 0.      0.     ],[-35384237.32786494 -70235951.59821378   3021259.87030847],1e-09,0.1,495.6080760511647,154.60765618550025,0.02,0.005
out_bcec8352-9a77-4c9e-861f-a52e7ae02490.h5,1.0,27034472574.36962,223829523.2073555,18575.0,26810643051.162266,88.3,[0.0006 0.     0.    ],[63545671.84616633 46376257.57046111 -2334841.05729442],1e-09,0.1,495.6910541635761,154.60765618550025,0.02,0.005
out_dbfed9b2-1409-495a-83d5-8a91d437e2fe.h5,1.0,27046707565.911304,236064514.7490387,18575.0,26810643051.162266,87.4,[0.00075 0.      0.     ],[ 73317476.93605687 -28391234.2143786    3570231.77123046],1e-09,0.1,495.5272007296033,154.60765618550025,0.02,0.005
out_dbc95d99-3377-468e-8708-b7cce450413f.h5,1.0,27038045114.669888,227402063.50762177,18575.0,26810643051.162266,88.0,[0.00045 0.      0.     ],[ 23057051.45118529 -75200326.3512316   -2746717.02781569],1e-09,0.1,495.6431701966466,154.60765618550025,0.02,0.005
out_bbd1e70b-9d04-4ca8-a533-18786e6c0502.h5,1.0,27042056085.241528,231413034.07926178,18575.0,26810643051.162266,87.7,[0.0005 0.     0.    ],[-66438620.15167014 -42073681.53244096  -3158517.69570215],1e-09,0.1,495.58944893480697,154.60765618550025,0.02,0.005
out_6f656911-c595-439d-be7b-d7bafd673d9b.h5,1.0,27028706403.173813,218063352.0115471,18575.0,26810643051.162266,88.9,[0.00075 0.      0.     ],[-61777332.41996106 -48739506.71000282   1510908.37725346],1e-09,0.1,495.7684094762062,154.60765618550025,0.02,0.005
out_ad8d0ce3-9f2c-4cce-9685-f816f08367c2.h5,1.0,27023980172.124393,213337120.9621277,18575.0,26810643051.162266,90.0,[0.00275 0.      0.     ],[ 7.01024207e+07 -3.57758546e+07 -4.81920734e-09],1e-09,0.1,495.83187757491555,154.60765618550025,0.02,0.005
out_a04c6f43-60ea-4f49-a085-669d8e00d384.h5,1.0,27052125327.98179,241482276.81952286,18575.0,26810643051.162266,87.1,[0.00165 0.      0.     ],[-77866312.18149102 -10735151.29875255  -3981847.96705131],1e-09,0.1,495.45476781512104,154.60765618550025,0.02,0.005
out_32ddb0dc-765c-47e8-bd2e-4e964816d8a6.h5,1.0,27031302952.821438,220659901.65917206,18575.0,26810643051.162266,88.6,[0.0017 0.     0.    ],[-54757119.55443192 -56499747.51217113   1922901.07592613],1e-09,0.1,495.73356519649786,154.60765618550025,0.02,0.005
out_c1b416f4-f907-4d61-98ef-abd6702349da.h5,1.0,27050232452.770775,239589401.60850906,18575.0,26810643051.162266,87.2,[0.0014 0.     0.    ],[-60554799.03519795 -50125802.81383146  -3844654.14061033],1e-09,0.1,495.480066104286,154.60765618550025,0.02,0.005
out_c5c4b3ae-8c48-4387-ad8d-a78b59225d07.h5,1.0,27032219713.447075,221576662.2848091,18575.0,26810643051.162266,88.5,[0.00155 0.      0.     ],[78433887.34027268  6175918.25226273  2060220.81826565],1e-09,0.1,495.72126692171815,154.60765618550025,0.02,0.005
out_fe5f25c8-7bf6-4ed7-85bc-6688e22c34d0.h5,1.0,27039201647.756283,228558596.59401703,18575.0,26810643051.162266,87.9,[0.0007 0.     0.    ],[ 70165476.16806328 -35535189.58417962   2883992.84163323],1e-09,0.1,495.6276758308734,154.60765618550025,0.02,0.005
out_ebe79d26-ab95-472b-bb4c-8b2ff4e91d76.h5,1.0,27045154937.00175,234511885.83948517,18575.0,26810643051.162266,87.5,[0.0015 0.     0.    ],[ 75409222.74917933 -22269368.35307353   3433004.06422971],1e-09,0.1,495.54797252863625,154.60765618550025,0.02,0.005
out_e64aa915-d353-4b5f-a370-51da2af70b7d.h5,1.0,27035463685.585873,224820634.42360687,18575.0,26810643051.162266,88.2,[0.00145 0.      0.     ],[75247513.02545497 22933849.72355017  2472140.71744274],1e-09,0.1,495.6777666706995,154.60765618550025,0.02,0.005
out_9a61f0d1-73e6-4c8b-b166-529811ba4c7a.h5,1.0,27043483736.191147,232840685.02888107,18575.0,26810643051.162266,87.6,[0.00175 0.      0.     ],[ 71322562.40762554 -33113308.17254524   3295765.89970319],1e-09,0.1,495.570337556402,154.60765618550025,0.02,0.005
out_8b524afa-94a0-4aaa-93dd-a59c04674ec5.h5,1.0,27036716459.04325,226073407.88098526,18575.0,26810643051.162266,88.1,[0.0016 0.     0.    ],[-48115871.90102892 -62227926.93643181  -2609432.84702172],1e-09,0.1,495.66097478005383,154.60765618550025,0.02,0.005
out_cc3f80e1-3545-47f6-b1ef-18c19e8a5450.h5,1.0,27034385484.694847,223742433.53258133,18575.0,26810643051.162266,88.3,[0.00255 0.      0.     ],[-59015310.30333842  52019254.38165262   2334841.05729442],1e-09,0.1,495.69222186631913,154.60765618550025,0.02,0.005
out_bad0878d-7c01-4213-b980-00f3c8da7af6.h5,1.0,27046509181.92537,235866130.7631035,18575.0,26810643051.162266,87.4,[0.0024 0.     0.    ],[ 34863141.86457445 -70470390.5467785   -3570231.77123046],1e-09,0.1,495.52985445889516,154.60765618550025,0.02,0.005
out_bbb210ae-2150-4762-8b75-60d19869a825.h5,1.0,27037839410.617374,227196359.45510864,18575.0,26810643051.162266,88.0,[0.0027 0.     0.    ],[  8179330.22852113 -78229248.1234937   -2746717.02781569],1e-09,0.1,495.64592642628367,154.60765618550025,0.02,0.005
out_7f7b7c3d-ac1b-4c8d-8793-98f4e54c434e.h5,1.0,27041834029.514553,231190978.3522873,18575.0,26810643051.162266,87.7,[0.00265 0.      0.     ],[ 22444816.57128229 -75369192.21029681   3158517.69570215],1e-09,0.1,495.59242197459815,154.60765618550025,0.02,0.005
out_c79fe14c-b2b8-413f-bdc2-7900f8cb59b3.h5,1.0,27025309215.16669,214666164.00442505,18575.0,26810643051.162266,89.4,[0.0046 0.     0.    ],[63407912.50933196 46615646.92973223   824167.40816897],1e-09,0.1,495.81402415565856,154.60765618550025,0.02,0.005
out_66316f9a-f095-4027-a566-090710ce4253.h5,1.0,27024177355.163548,213534304.00128174,18575.0,26810643051.162266,89.7,[0.00445 0.      0.     ],[  1049113.56091553 -78695557.06954975    412089.35290339],1e-09,0.1,495.8292284699063,154.60765618550025,0.02,0.005
out_bd838039-8343-497a-a44f-11ddf1cebd08.h5,1.0,27040450581.714935,229807530.55266953,18575.0,26810643051.162266,87.8,[0.0036 0.     0.    ],[-21139542.56812569 -75751256.67730999  -3021259.87030847],1e-09,0.1,495.61094741139857,154.60765618550025,0.02,0.005
out_5ca27d58-e02e-4e63-8b07-179d76211ca0.h5,1.0,27030292801.942703,219649750.78043747,18575.0,26810643051.162266,88.7,[0.0026 0.     0.    ],[ 33306114.504266   -71286573.88480051   1785575.4760964 ],1e-09,0.1,495.74711880370904,154.60765618550025,0.02,0.005
out_2ce9f1d9-85d1-484c-a383-2ff7df571a0a.h5,1.0,27054276851.9359,243633800.77363586,18575.0,26810643051.162266,87.0,[0.00275 0.      0.     ],[21746869.22081408 75527269.46675861  4119029.66409281],1e-09,0.1,495.4260238349434,154.60765618550025,0.02,0.005
out_dff8b6b4-bac1-4b4a-9706-8783b28834ad.h5,1.0,27033253874.29095,222610823.128685,18575.0,26810643051.162266,88.4,[0.00245 0.      0.     ],[-36587822.3881887  -69647421.02434702  -2197534.28481529],1e-09,0.1,495.70739633198747,154.60765618550025,0.02,0.005
out_1fa89af9-60a9-41d2-b562-e08cd036a1cb.h5,1.0,27048386356.922714,237743305.76044846,18575.0,26810643051.162266,87.3,[0.0025 0.     0.    ],[ 55705387.23700442 -55474551.07541712  -3707448.60268611],1e-09,0.1,495.5047480373907,154.60765618550025,0.02,0.005
out_6e528efc-7b85-416d-b10c-d5708925a7c1.h5,1.0,27060271785.2586,249628734.09633255,18575.0,26810643051.162266,86.7,[0.0044 0.     0.    ],[-73000921.04247603 -29062024.6372756    4530497.80022054],1e-09,0.1,495.34599510989915,154.60765618550025,0.02,0.005
out_33c8f154-98e4-45a4-9e06-ebe455959e34.h5,1.0,27027687817.70494,217044766.54267502,18575.0,26810643051.162266,89.0,[0.00455 0.      0.     ],[ 66542494.26855318 -42005605.9072753    1373567.71492384],1e-09,0.1,495.7820830871694,154.60765618550025,0.02,0.005
out_2b8ffe24-5179-4655-975f-4a81738dfc6a.h5,1.0,27029289690.543785,218646639.38151932,18575.0,26810643051.162266,88.8,[0.00365 0.      0.     ],[-39213461.73521834 -68219123.91991992   1648244.43709414],1e-09,0.1,495.7605805634553,154.60765618550025,0.02,0.005
out_568d4f2d-77df-4737-b119-003de3e82d63.h5,1.0,27025714597.392014,215071546.22974777,18575.0,26810643051.162266,89.3,[0.0047 0.     0.    ],[ 22668827.45390197 -75362198.05793491   -961522.29669855],1e-09,0.1,495.80857944706975,154.60765618550025,0.02,0.005
out_54a3ba62-f3b9-4067-a00f-e7bf07a06ae3.h5,1.0,27044887482.166206,234244431.00394058,18575.0,26810643051.162266,87.5,[0.00365 0.      0.     ],[77211309.78260551 14862344.50329911  3433004.06422971],1e-09,0.1,495.55155129007494,154.60765618550025,0.02,0.005
out_3b46330e-bfcf-478d-9b70-fe91fa038be6.h5,1.0,27035345074.204983,224702023.04271698,18575.0,26810643051.162266,88.2,[0.0037 0.     0.    ],[13392363.27061581 77516413.00838332  2472140.71744274],1e-09,0.1,495.6793567201043,154.60765618550025,0.02,0.005
out_131f40c2-97cf-44b4-8d5e-051b4dd2f13f.h5,1.0,27023835467.24423,213192416.0819626,18575.0,26810643051.162266,89.9,[0.00465 0.      0.     ],[ 43295540.16768087 -65724717.51323552   -137363.67554547],1e-09,0.1,495.8338217128395,154.60765618550025,0.02,0.005
out_c7cb6925-7dee-4faf-bbc1-0fac274da84a.h5,1.0,27043298215.839172,232655164.6769066,18575.0,26810643051.162266,87.6,[0.0034 0.     0.    ],[-70901979.53092849 -34004534.77281211  -3295765.89970319],1e-09,0.1,495.5728207452698,154.60765618550025,0.02,0.005
out_1a7008ee-9c86-4f2d-b0f6-08c55f9a63d5.h5,1.0,27036650985.679306,226007934.51704025,18575.0,26810643051.162266,88.1,[0.00355 0.      0.     ],[31771857.67261666 71958328.77181841 -2609432.84702172],1e-09,0.1,495.661852270072,154.60765618550025,0.02,0.005
out_ab01a66b-1497-42a0-bcae-27c81fef95f9.h5,1.0,27039141140.25351,228498089.09124374,18575.0,26810643051.162266,87.9,[0.00245 0.      0.     ],[58685083.45728233 52364154.95629097  2883992.84163323],1e-09,0.1,495.6284863798568,154.60765618550025,0.02,0.005
out_abef55aa-af5c-458e-9b01-02a05ea1c9e0.h5,1.0,27055346769.21793,244703718.05566406,18575.0,26810643051.162266,86.9,[0.0046 0.     0.    ],[ 54193288.06973186 -56914264.11044272  -4256198.8138556 ],1e-09,0.1,495.41173434371365,154.60765618550025,0.02,0.005
out_3b1cddea-31bc-4c4b-9c56-32822e4f1df3.h5,1.0,27051830697.927906,241187646.76564026,18575.0,26810643051.162266,87.1,[0.0035 0.     0.    ],[-69217515.27108209 -37247035.12831648   3981847.96705131],1e-09,0.1,495.45870494407137,154.60765618550025,0.02,0.005
out_4d5d252f-e9f9-41af-a12d-faba1b7d99f9.h5,1.0,27031128040.482075,220484989.31980896,18575.0,26810643051.162266,88.6,[0.00345 0.      0.     ],[ 53991421.60545219 -57231896.73477324  -1922901.07592613],1e-09,0.1,495.73591187849564,154.60765618550025,0.02,0.005
out_c79f348d-14a0-41a7-8f43-c4478c392681.h5,1.0,27049807510.69849,239164459.53622437,18575.0,26810643051.162266,87.2,[0.00375 0.      0.     ],[-75395992.82051706  22246888.78321781   3844654.14061033],1e-09,0.1,495.48574672049295,154.60765618550025,0.02,0.005
out_e9f65771-65a6-44a3-8d8c-85e42b084dea.h5,1.0,27032068588.71558,221425537.5533142,18575.0,26810643051.162266,88.5,[0.0036 0.     0.    ],[-54123591.77232131 -57102131.86237738   2060220.81826565],1e-09,0.1,495.723294099481,154.60765618550025,0.02,0.005
out_c7d2e6b1-e187-4530-a8f2-273552bfbd88.h5,1.0,27028675409.45402,218032358.29175568,18575.0,26810643051.162266,88.9,[0.0024 0.     0.    ],[47051270.34279939 63072626.9818341   1510908.37725346],1e-09,0.1,495.7688255000496,154.60765618550025,0.02,0.005
out_b638a456-15db-4a80-a618-ecd5c1901a59.h5,1.0,27024081510.35362,213438459.19135284,18575.0,26810643051.162266,90.0,[0.0004 0.     0.    ],[ 3.48366701e+07  7.05738449e+07 -4.81920734e-09],1e-09,0.1,495.8305161085047,154.60765618550025,0.02,0.005
out_68522b25-7021-4680-99e5-ba54c2c1ade5.h5,1.0,27046312341.681725,235669290.51945877,18575.0,26810643051.162266,87.4,[0.0042 0.     0.    ],[-46428936.85118381  63449731.4994612   -3570231.77123046],1e-09,0.1,495.5324876378169,154.60765618550025,0.02,0.005
out_e59e678c-5fe2-488f-b6bb-95100670a7d3.h5,1.0,27034133770.5706,223490719.40833282,18575.0,26810643051.162266,88.3,[0.00435 0.      0.     ],[-72547503.6410552   30424815.39916867  -2334841.05729442],1e-09,0.1,495.69559697180983,154.60765618550025,0.02,0.005
out_9f039fbb-c409-4058-9dba-75c7f3849c50.h5,1.0,27024135689.748135,213492638.58586884,18575.0,26810643051.162266,89.8,[0.0032 0.     0.    ],[-75202526.9703576   23211325.29112344    274726.93265739],1e-09,0.1,495.82978822601285,154.60765618550025,0.02,0.005
out_9b7d5778-54fc-40d2-80d5-3c4c1c0e4315.h5,1.0,27041603878.396866,230960827.23460007,18575.0,26810643051.162266,87.7,[0.00405 0.      0.     ],[-54107540.70501705 -57067144.34949496   3158517.69570215],1e-09,0.1,495.59550353499475,154.60765618550025,0.02,0.005
out_a9c49513-64ef-4e35-ab43-29d01fa6e530.h5,1.0,27054494049.38022,243850998.21795273,18575.0,26810643051.162266,87.0,[0.00085 0.      0.     ],[ 67654375.99613419 -40002251.96892371   4119029.66409281],1e-09,0.1,495.4231227744718,154.60765618550025,0.02,0.005
out_6b5235ae-7ea6-40b4-b8ce-8d5ce4d253f2.h5,1.0,27037708684.729744,227065633.56747818,18575.0,26810643051.162266,88.0,[0.0041 0.     0.    ],[71619216.21592537 32517757.81893452 -2746717.02781569],1e-09,0.1,495.6476780797007,154.60765618550025,0.02,0.005
out_f6eca5ca-8a2c-4fa2-b069-75c403094733.h5,1.0,27030360152.29621,219717101.13394547,18575.0,26810643051.162266,88.7,[0.0009 0.     0.    ],[-78513168.58324273   5172546.628471    -1785575.4760964 ],1e-09,0.1,495.74621505461823,154.60765618550025,0.02,0.005
out_ff84e333-9478-4713-9744-9a16dbf610c5.h5,1.0,27025477332.183727,214834281.0214615,18575.0,26810643051.162266,89.4,[0.002 0.    0.   ],[-68572512.8040684   38618549.88479532   -824167.40816897],1e-09,0.1,495.8117661162368,154.60765618550025,0.02,0.005
out_a228e6e6-25bb-46c4-b9e4-57bd73a969e2.h5,1.0,27024384045.011143,213740993.84887695,18575.0,26810643051.162266,89.7,[0.00225 0.      0.     ],[-78001317.2282508  -10482645.29630967   -412089.35290339],1e-09,0.1,495.82645175112077,154.60765618550025,0.02,0.005
out_c47132cf-6dfe-4a40-bed5-9235fcfe14ae.h5,1.0,27040326781.667984,229683730.50571823,18575.0,26810643051.162266,87.8,[0.005 0.    0.   ],[63416679.83623957 46512986.00099961 -3021259.87030847],1e-09,0.1,495.6126054297379,154.60765618550025,0.02,0.005
out_32f96c53-bfb8-4d18-a236-63143bd0887c.h5,1.0,27029468063.397297,218825012.23503113,18575.0,26810643051.162266,88.8,[0.00195 0.      0.     ],[-48315403.79647049  62106088.31382661   1648244.43709414],1e-09,0.1,495.7581866091848,154.60765618550025,0.02,0.005
out_ab978ec1-3585-4ab8-ad48-1b45185b06ff.h5,1.0,27058247827.000786,247604775.83852005,18575.0,26810643051.162266,86.8,[0.00325 0.      0.     ],[-71290652.01239684 -33054538.67307396  -4393354.99849868],1e-09,0.1,495.37300344167795,154.60765618550025,0.02,0.005
out_ec888868-be06-482b-b40d-095f0e47d298.h5,1.0,27042033987.201447,231390936.03918076,18575.0,26810643051.162266,87.7,[0.00095 0.      0.     ],[ 66714215.37004613 -41635302.24353214   3158517.69570215],1e-09,0.1,495.58974479338417,154.60765618550025,0.02,0.005
